ANNOSCOLASTICO,CODICESCUOLA,CODICEEDIFICIO,SCUOLABUS,TRASPORTIPUBBLICIURBANI,TRASPORTIPUBBLICIINTERURBANI,TRASPORTIFERROVIARI,MEZZIPRIVATI,TRASPORTODISABILI,PISTACICLABILE,ALTRO
202021,FIRI00601G,0480170720,NO,SI,NO,SI,SI,NO,NO,-
202021,MIEE8CR05C,0151460358,NO,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,RCEE85903C,0800380112,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,NAIC8F2008,0630731198,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,FOMM826017,0400120339,NO,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,NAIC86400X,0630541371,SI,NO,SI,NO,SI,SI,NO,-
202021,NUMM827038,0910640326,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,FGEE80801R,0710310244,SI,NO,SI,NO,SI,SI,SI,-
202021,SAPM012019,0651540510,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,MIAA8EE01C,0150270023,NO,SI,NO,NO,NO,NO,NON DEFINITO,-
202021,BSEE865016,0170520490,SI,NO,SI,NO,SI,SI,NON DEFINITO,-
202021,MIIC8E500G,0150701661,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,TRAA80403R,0550320087,SI,SI,NO,NO,SI,SI,NO,-
202021,PVEE81102P,0180730249,SI,NO,SI,NO,SI,SI,NON DEFINITO,-
202021,APTL00701B,0440230599,NO,SI,SI,NO,SI,SI,NO,-
202021,LUAA826019,0460235005,SI,SI,NO,SI,SI,SI,NO,-
202021,VAPS026014,0121270467,NO,NO,SI,NO,SI,NO,NON DEFINITO,-
202021,REEE81001P,0350330062,SI,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,MEEE87108G,0830483104,SI,SI,NO,NO,SI,NO,NO,-
202021,FRIC83200L,0600430376,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,LESD02701G,0750292319,NO,NO,SI,SI,SI,NO,NON DEFINITO,-
202021,APPS01201L,0440070323,NO,SI,SI,SI,SI,NO,NO,-
202021,MSEE815013,0450030026,SI,SI,NO,NO,SI,NO,NO,-
202021,VIMM885014,0240082269,SI,NO,SI,NO,SI,NO,NO,-
202021,VEIC82800G,0270331494,SI,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,UDIC856004,0300720002,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,CAEE84503A,0920500376,SI,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,CNAA84302P,0040610004,SI,SI,SI,NO,SI,SI,NO,-
202021,PZVC06000L,0760440900,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,COIS003007,0130410571,SI,SI,SI,NO,SI,SI,NO,-
202021,CTMM894015,0870151446,NO,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,CNCT70200B,0042030013,NO,NO,NO,NO,SI,NO,NO,Zona pedonale ragg.le con permesso comunale
202021,PTEE81607C,0470240008,SI,NO,SI,NO,SI,NO,NO,-
202021,LEIS01400L,0750882251,SI,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,BREE80801E,0740200220,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,SAEE10403R,0650880007,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,VIAA82701X,0240782899,NO,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,RGMM82201E,0880092021,NO,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,PAAA84201R,0820233298,SI,SI,SI,SI,SI,SI,NON DEFINITO,-
202021,FOAA81502N,0400150058,NO,NO,NO,NO,SI,SI,SI,-
202021,TPPM00201L,0810152314,NO,NO,SI,NO,SI,NO,NON DEFINITO,-
202021,CSEE8AF03X,0780290812,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,PTAA81902D,0470030001,SI,NO,SI,NO,SI,SI,NON DEFINITO,-
202021,AORR01002C,0070650610,SI,SI,SI,SI,SI,SI,NON DEFINITO,-
202021,BGTA03101C,0160240483,SI,SI,SI,NO,SI,SI,NO,-
202021,TPMM807026,0810172570,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,VIAA870016,0241162380,NO,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,LTEE80801D,0590210117,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,RMAA8AJ03X,0580770695,SI,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,ALAA81807V,0061220003,SI,NO,NO,NO,SI,NO,NO,-
202021,LUEE843029,0460175017,SI,SI,NO,NO,SI,NO,NO,-
202021,VIRI004016,0240744030,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,VCEE80206D,0020880001,SI,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,NAAA12702R,0630240030,SI,SI,SI,SI,SI,SI,NON DEFINITO,-
202021,MITA083504,0152483120,NO,SI,NO,NO,SI,NO,NO,-
202021,BLVC01000Q,0250193984,NO,NO,SI,NO,NO,NO,NON DEFINITO,-
202021,MEMM87403R,0830763271,SI,SI,SI,SI,SI,SI,NON DEFINITO,-
202021,PSIS00700A,0410660360,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,VEMM839013,0270423557,NO,SI,NO,NO,NO,NO,NO,A PIEDI
202021,LUEE828027,0460285002,SI,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,VAMM82001G,0120450216,SI,SI,NO,SI,SI,NO,NON DEFINITO,-
202021,BGRF016017,0161110257,SI,SI,SI,NO,SI,SI,NO,-
202021,MCMM81401T,0430430230,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,COAA808013,0130750019,SI,SI,NO,NO,SI,NO,NO,-
202021,FGMM857011,0710240293,NO,SI,NO,NO,SI,NO,NO,-
202021,PSEE84101Q,0410360651,SI,NO,SI,NO,SI,SI,NON DEFINITO,-
202021,PEIS002004,0680020267,SI,NO,SI,NO,SI,SI,NO,-
202021,LCMM80503G,0970301942,SI,SI,NO,SI,SI,SI,NON DEFINITO,-
202021,CEEE89702C,0610461598,NO,NO,NO,NO,SI,SI,NON DEFINITO,-
202021,FGPS004012,0710600498,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,MCEE830051,0430280773,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,RMMM84401P,0580910934,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,RMMM8EN015,0580911059,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,FGEE87401Q,0710200218,SI,SI,SI,NO,SI,SI,NO,-
202021,TOAA86802G,0011150014,SI,NO,SI,NO,SI,SI,NO,-
202021,PEPS00101P,0680330512,SI,NO,NO,SI,SI,SI,NO,-
202021,VEAA866017,0270262251,SI,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,TEAA83604N,0670350120,SI,NO,SI,NO,SI,SI,NON DEFINITO,-
202021,PAMM862027,0820382703,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,PZRA010001,0760630487,SI,SI,SI,SI,SI,NO,NO,-
202021,LEEE82304C,0750750553,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,BGAA887019,0162330091,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,IMAA813047,0080550036,NO,SI,NO,NO,SI,NO,NO,-
202021,MCEE81602G,0430530099,SI,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,MNIC819001,0200420289,SI,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,TOTD06650R,0012720261,NO,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,BGIS03100L,0160240475,SI,SI,SI,NO,SI,SI,NO,-
202021,RGAA011066,0880090635,NO,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,BGAA818031,0160041149,SI,SI,SI,NO,SI,SI,NO,-
202021,VEIC816009,0270020629,SI,NO,NO,NO,SI,SI,SI,-
202021,NARH119017,0630110040,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,NAMM8DH013,0630240020,SI,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,BAPS02000E,0720060361,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,RMAA832018,0580910628,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,VVAA832011,1020470421,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,VIEE81105Q,0241181066,SI,NO,NO,NO,SI,NO,NO,-
202021,LTEE85001X,0590111805,NO,NO,SI,NO,SI,NO,NON DEFINITO,-
202021,RIMM81704V,0570550196,SI,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,PVAA80103X,0181450109,SI,NO,SI,NO,SI,NO,NON DEFINITO,-
202021,ALAA836016,0060010002,SI,NO,NO,NO,SI,SI,NO,-
202021,NAEE341011,0630450706,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,SRIC86200R,0890174861,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,ARAA82101V,0510330010,SI,NO,NO,NO,SI,SI,NO,-
202021,CHAA817056,0690510220,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,MIMM860014,0150101153,SI,NO,NO,NO,SI,SI,NON DEFINITO,-
202021,LTEE83104N,0590010178,SI,NO,SI,SI,SI,SI,NO,-
202021,ENEE824017,0860042794,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,RMAA30901V,0580790246,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,NAAA8GL02L,0630640004,SI,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,MBMM879012,1080231238,SI,NO,SI,NO,SI,NO,NO,-
202021,VEEE839014,0270423556,NO,NO,NO,NO,NO,NO,NO,FERMATA> MT.250
202021,CEVC020002,0610881750,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,RCAA839087,0800390117,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,CHTF01301E,0690990443,SI,SI,SI,NO,SI,SI,NO,-
202021,RMEE8D502L,0581113187,NO,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,CSEE86301B,0781310716,SI,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,MBMM8CN01L,1080131411,NO,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,RMTL039013,0580911684,NO,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,PEEE82003N,0680110137,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,TRPS00901G,0550232674,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,RMMM81501P,0580911133,NO,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,CBEE83301L,0700510001,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,APCT703004,0440070252,SI,SI,SI,SI,SI,NO,NON DEFINITO,-
202021,BNAA84603A,0620620001,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,ORAA81401B,0950180023,SI,NO,NO,NO,SI,SI,NON DEFINITO,-
202021,VAEE80605E,0120640251,SI,NO,SI,NO,SI,SI,NO,-
202021,SPEE80501D,0110120102,SI,SI,NO,SI,SI,NO,NON DEFINITO,-
202021,PZMM83801P,0760980345,SI,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,REMM839019,0350160233,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,MNIC82900G,0200300177,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,METD08000A,0830053164,SI,NO,NO,NO,SI,SI,NO,-
202021,SSEE05202T,0900470275,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,BNPC002026,0620740015,NO,NO,NO,SI,SI,NO,NON DEFINITO,-
202021,MEEE842029,0830643877,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,VVEE80701D,1020100565,SI,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,CHEE03602P,0690430635,SI,SI,SI,NO,SI,SI,NO,-
202021,TVEE87204V,0260861911,NO,SI,NO,SI,SI,SI,NO,-
202021,PZAA857032,0760510750,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,CTRH01004B,0870570001,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,CBIC849004,0700060296,NO,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,OREE82101Q,0950040798,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,RMEE8AC014,0580600781,SI,SI,SI,NO,NO,NO,NON DEFINITO,-
202021,VBEE819057,1030690005,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,SORI00801R,0140660205,NO,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,FGMM82405T,0710340251,SI,NO,SI,NO,SI,SI,NO,-
202021,COEE84203T,0130840600,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,MSEE823012,0450100092,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,LEAA86902E,0750870203,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,COTF00901P,0130750546,SI,SI,SI,SI,SI,SI,NO,-
202021,RMEE8DZ01V,0581030257,SI,NO,NO,NO,SI,NO,NON DEFINITO,a piedi
202021,CETF03751Q,0610051969,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,CTAA8AB03E,0870151436,NO,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,SAMM807028,0651050001,NO,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,COEE82702P,0130340193,SI,SI,SI,NO,SI,SI,NON DEFINITO,piedibus comunale
202021,RMIC82400C,0580910319,NO,SI,SI,SI,SI,NO,NON DEFINITO,-
202021,PCAA818037,0330210036,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,RMEE8BX034,0580911305,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,NUEE87001D,0910950612,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,CEPM02000V,0610051967,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,FRMM466008,0600380347,SI,SI,SI,SI,SI,SI,NON DEFINITO,-
202021,PIIC82100L,0500260203,SI,SI,NO,NO,SI,SI,NO,-
202021,CSEE87401T,0781050919,SI,SI,SI,SI,SI,SI,NON DEFINITO,-
202021,TVEE820046,0260893115,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,PAEE825018,0820513745,NO,NO,NO,NO,SI,SI,NO,-
202021,CSPS04901N,0780311435,NO,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,GEMM02000X,0100250824,NO,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,PGTF19000V,0540130662,SI,SI,NO,NO,SI,NO,NO,-
202021,PIEE81401G,0500260037,SI,NO,SI,NO,SI,SI,NO,-
202021,NAEE8D901X,0630440003,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,NATF15000E,0630790015,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,CEAA825018,0611001229,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,RGIS017006,0880121084,NO,SI,SI,NO,SI,SI,NO,-
202021,BRMM82801P,0740030176,SI,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,UDEE81802C,0300370009,SI,NO,SI,NO,SI,SI,NON DEFINITO,-
202021,VIEE84601E,0240941756,SI,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,ALEE82804G,0060030023,SI,SI,SI,SI,SI,NO,NO,-
202021,BATD22050D,0720110806,NO,NO,SI,NO,SI,SI,NON DEFINITO,-
202021,GEIC83900X,0100250178,NO,SI,NO,NO,NO,SI,NON DEFINITO,-
202021,ANIS00400L,0420020452,SI,NO,NO,NO,SI,NO,NO,-
202021,BICT701006,0960040021,SI,SI,SI,NO,SI,SI,SI,-
202021,VTAA80101P,0560260121,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,BRTD006017,0740031768,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,AGEE856023,0840330602,SI,SI,NO,NO,SI,SI,NO,-
202021,AVAA84401R,0640310383,SI,NO,SI,NO,SI,SI,NON DEFINITO,-
202021,CBTH01801L,0700780241,SI,NO,NO,SI,SI,SI,NON DEFINITO,-
202021,MIEE8EK016,0151051654,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,MNMM81001G,0200711198,SI,NO,SI,NO,SI,SI,NON DEFINITO,-
202021,VRPS04000B,0230914000,NO,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,CTEE8AY02N,0870172348,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,PAMM8A901X,0820344927,SI,NO,NO,NO,SI,SI,NON DEFINITO,-
202021,ATIC811002,0050970005,SI,NO,SI,NO,SI,NO,NON DEFINITO,-
202021,LOAA812027,0980310121,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,CHAA809024,0690590139,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,MOMM82301A,0360050279,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,VAPM01000E,0121330657,NO,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,VEEE863011,0270362454,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,RCEE83205E,0800550495,SI,NO,NO,NO,SI,SI,NON DEFINITO,-
202021,GRAA81701G,0530080202,SI,NO,SI,NO,SI,NO,NO,-
202021,CTPM01000E,0870330766,NO,SI,SI,SI,NO,SI,NON DEFINITO,-
202021,CHEE81402R,0690850001,SI,NO,SI,NO,SI,SI,NO,-
202021,TOAA8B2015,0012720331,SI,SI,NO,NO,SI,SI,NO,-
202021,PCEE814035,0330250076,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,TOPC08001Q,0010440012,NO,NO,SI,NO,SI,NO,NO,-
202021,BSMM81102T,0171230696,SI,NO,SI,NO,SI,SI,NON DEFINITO,-
202021,PAEE892035,0820533411,NO,NO,SI,NO,SI,SI,NO,-
202021,TOAA8BV01L,0012720021,SI,SI,NO,NO,SI,SI,NO,-
202021,FEMM82501V,0380070169,SI,NO,SI,NO,SI,SI,NO,-
202021,AREE814022,0510030003,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,AGEE855016,0840010093,NO,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,RIEE816011,0570590000,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,FIAA87207T,0480140006,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,SSAA833015,0900351613,SI,NO,NO,NO,SI,SI,NON DEFINITO,-
202021,FOIS00400D,0400080046,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,TPEE84201D,0810213083,SI,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,VEPS023013,0270423850,NO,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,TORC052017,0012720375,NO,SI,SI,NO,SI,NO,NO,-
202021,CNEE806054,0041140002,SI,NO,SI,NO,SI,SI,NON DEFINITO,bicicletta
202021,PGEE81703C,0540550426,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,CTTF03000R,0870152003,NO,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,LETD042024,0750112185,NO,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,FIAA85203C,0480170334,SI,NO,NO,NO,SI,SI,NO,-
202021,CREE81901T,0190670162,SI,NO,SI,NO,SI,SI,NON DEFINITO,-
202021,NOAA83203A,0030240013,SI,NO,NO,NO,SI,NO,NO,-
202021,MTIC82500P,0770140005,NO,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,RMIC862007,0580911104,SI,NO,NO,SI,SI,NO,NO,-
202021,MBAA87901T,1080230532,NO,NO,SI,NO,SI,NO,NO,-
202021,CTAA830023,0870040859,SI,NO,SI,NO,SI,SI,NO,-
202021,AREE81601L,0510390002,SI,SI,NO,NO,SI,SI,NO,-
202021,NOSL010001,0031060053,NO,SI,SI,NO,SI,NO,SI,-
202021,SREE83002C,0890014092,SI,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,RCMM81501G,0800051731,SI,NO,NO,NO,SI,NO,NO,-
202021,NAMM8F101D,0630491789,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,GOAA800057,0310130001,SI,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,RMCT70000R,0580911569,NO,SI,SI,SI,SI,NO,NON DEFINITO,-
202021,PIMM82903A,0500410204,SI,NO,SI,NO,SI,SI,NO,-
202021,MBEE8EW017,1080500618,NO,SI,NO,NO,NO,NO,NON DEFINITO,-
202021,CEAA80806Q,0610220028,NO,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,CEEE8A001Q,0610220002,NO,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,PITD00701R,0500260323,NO,SI,SI,NO,SI,SI,NO,-
202021,BOAA816037,0370060155,NO,SI,SI,SI,SI,NO,NO,-
202021,CTEE89104T,0870372930,SI,NO,SI,NO,SI,NO,NON DEFINITO,-
202021,CSMM836012,0780481086,SI,SI,NO,SI,SI,SI,NON DEFINITO,-
202021,PDIC824006,0280351313,NO,NO,SI,NO,SI,NO,NON DEFINITO,-
202021,SAAA8AS03L,0650141219,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,BSEE86406G,0170060616,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,UDRC01701L,0301290064,NO,SI,SI,NO,SI,SI,NO,-
202021,TOEE84901A,0012660001,SI,NO,NO,NO,SI,NO,NO,-
202021,RAEE82601T,0390140080,NO,NO,SI,NO,SI,NO,NON DEFINITO,-
202021,BSMM851028,0171780917,SI,NO,SI,NO,SI,NO,NON DEFINITO,-
202021,BLMM82204C,0250601169,SI,SI,SI,NO,SI,SI,NO,-
202021,RNRI00350D,0990230358,NO,NO,NO,NO,SI,NO,SI,-
202021,ISMM81206V,0940270130,SI,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,VCAA80901T,0021580001,SI,SI,NO,NO,SI,SI,NO,-
202021,MOEE840015,0360230105,SI,SI,SI,NO,SI,SI,SI,-
202021,APPS02000E,0440660324,NO,SI,SI,NO,SI,SI,NO,-
202021,PCEE81905A,0330430125,SI,NO,SI,NO,SI,SI,NO,-
202021,PAIS00700R,0820221915,NO,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,FITL01201X,0480140024,NO,SI,SI,SI,SI,NO,NO,-
202021,SSAA812025,0900780124,SI,SI,NO,NO,NO,NO,NON DEFINITO,-
202021,RMRC10201G,0580911490,NO,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,LCAA80901L,0970921604,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,PAAA8AG036,0820211812,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,NAIC8GM00E,0630162002,NO,NO,NO,NO,SI,SI,NON DEFINITO,-
202021,PTEE81606B,0470230002,SI,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,CSMM85201X,0780110792,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,RMEE8G6039,0580910332,NO,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,NAEE15800G,0630551259,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,PSEE810025,0410340186,SI,NO,SI,NO,SI,NO,NO,-
202021,MEPS02901A,0830963214,NO,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,BSEE87702D,0170290368,SI,SI,NO,NO,SI,NO,NO,-
202021,AO1M010010,0070458400,SI,NO,SI,SI,SI,SI,NON DEFINITO,-
202021,GRAA82104A,0530140354,SI,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,RMAA8CF02L,0581100861,SI,NO,NO,NO,SI,SI,NO,-
202021,PIAA81301E,0500250002,SI,SI,NO,NO,SI,SI,NO,-
202021,PAMM85901A,0820493498,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,PNEE83403B,0930370012,NO,NO,NO,NO,NO,NO,SI,-
202021,FOMM82301Q,0400120152,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,PDEE85201C,0280542681,SI,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,NAEE13600P,0630320002,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,POEE82202R,1000030008,SI,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,SIEE828013,0520120007,SI,SI,NO,NO,SI,NO,NO,-
202021,AQAA83407L,0660120227,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,VARI01701E,0121330678,NO,SI,SI,SI,SI,SI,NON DEFINITO,-
202021,TAAA830048,0730270636,SI,SI,SI,NO,NO,NO,NON DEFINITO,-
202021,BGPM037013,0162190668,SI,SI,SI,SI,SI,SI,SI,-
202021,BACT717002,0720410592,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,CAEE87801G,1110140989,SI,SI,SI,NO,SI,SI,SI,-
202021,GEEE80802B,0100250019,NO,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,CECT70900A,0610881705,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,PZIC864006,0760530429,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,MIEE8D201G,0151461017,SI,SI,SI,SI,SI,SI,NON DEFINITO,-
202021,VREE83901Q,0230912037,SI,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,PAEE88801B,0820732666,NO,NO,SI,SI,NO,NO,NON DEFINITO,-
202021,PIEE825045,0500350401,SI,NO,NO,NO,SI,SI,NON DEFINITO,-
202021,NATD11203L,0630830018,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,GRIC83200R,0530110075,SI,SI,NO,NO,SI,NO,SI,-
202021,VEIC832007,0270342704,SI,NO,SI,NO,SI,SI,NO,-
202021,CAPS13000V,0920091480,NO,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,REAA834034,0350330362,SI,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,GERI01301G,0100460276,SI,NO,SI,NO,SI,NO,NON DEFINITO,-
202021,ENEE818021,0860101005,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,ANAA83602T,0420080655,SI,SI,SI,SI,SI,SI,SI,-
202021,VTIC82200V,0560480111,SI,SI,SI,SI,SI,SI,NO,-
202021,TAEE86801R,0730270011,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,PEEE81903D,0680260178,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,TRRA010008,0550110196,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,CTAA8A601Q,0870151375,NO,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,MIIS05100C,0151461584,NO,SI,NO,NO,SI,NO,NO,-
202021,BSEE82701B,0171270206,SI,SI,SI,SI,SI,SI,NON DEFINITO,-
202021,LEIS01300R,0750520520,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,ANAA84301X,0420340129,SI,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,LUAA843024,0460175004,SI,SI,NO,NO,SI,NO,NO,-
202021,BAEE870025,0720331574,SI,SI,SI,SI,SI,SI,NO,-
202021,POEE812015,1000050022,NO,SI,SI,NO,SI,NO,NO,-
202021,REIC834005,0350330202,NO,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,PTMM81901L,0470030004,SI,NO,SI,SI,SI,SI,NON DEFINITO,-
202021,VIIC83800D,0240970983,SI,NO,SI,NO,SI,NO,NON DEFINITO,-
202021,TEAA82404B,0670090189,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,BATA024029,0720250770,NO,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,VRMM83302R,0230572289,SI,NO,SI,NO,SI,SI,NO,-
202021,RMMM898013,0580471304,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,MIIS101008,0151460109,NO,SI,NO,NO,NO,NO,NON DEFINITO,-
