ANNOSCOLASTICO,CODICESCUOLA,CODICEEDIFICIO,SCUOLABUS,TRASPORTIPUBBLICIURBANI,TRASPORTIPUBBLICIINTERURBANI,TRASPORTIFERROVIARI,MEZZIPRIVATI,TRASPORTODISABILI,PISTACICLABILE,ALTRO
202021,BSEE808012,0170070195,SI,NO,NO,NO,SI,SI,NON DEFINITO,-
202021,GREE82102D,0530140107,SI,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,PARA01650X,0820533437,NO,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,LERF02350C,0750520644,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,BOMM82201L,0370190351,SI,NO,SI,NO,SI,SI,SI,-
202021,NAPS046011,0630060002,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,TOEE89802L,0010080007,SI,SI,NO,SI,SI,SI,NON DEFINITO,-
202021,TOEE8B9037,0012720007,SI,SI,NO,NO,SI,SI,SI,-
202021,NAMM8GP013,0630010415,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,CRPS00901Q,0190350280,NO,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,RMIS05300L,0580433868,NO,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,PDEE89201V,0280191351,SI,SI,NO,SI,SI,NO,NON DEFINITO,-
202021,CSAA19002D,0780700594,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,AGPM01801R,0840311370,NO,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,VEMM853019,0270082377,SI,SI,SI,SI,SI,SI,NO,-
202021,NAPS02000Q,0630431828,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,LTAA831019,0590010028,SI,SI,NO,NO,SI,SI,NO,-
202021,LETD042024,0750112186,NO,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,VEMM80501X,0270072749,NO,SI,NO,NO,NO,NO,NON DEFINITO,-
202021,RMAA8A3042,0580090156,SI,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,PEEE82602G,0680240283,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,MIMM8FC01G,0151893210,SI,SI,NO,NO,SI,SI,NO,-
202021,UDMM80902L,0300400003,SI,NO,SI,NO,SI,SI,NON DEFINITO,-
202021,BSTF01151T,0171030891,NO,NO,SI,NO,SI,SI,NON DEFINITO,-
202021,FEEE81503B,0380110362,SI,NO,SI,NO,SI,NO,NON DEFINITO,-
202021,VEAA80502R,0270412751,SI,NO,SI,NO,NO,NO,NON DEFINITO,-
202021,CTMM8AP01Q,0870491321,SI,NO,SI,NO,SI,SI,NON DEFINITO,-
202021,BAIS05300C,0720301618,NON DEFINITO,NON DEFINITO,NON DEFINITO,NON DEFINITO,NON DEFINITO,NON DEFINITO,NON DEFINITO,-
202021,BGEE81901X,0160060701,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,CZTE01000D,0790231131,NO,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,MNEE82401E,0200650306,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,NAAA8CM011,0630490018,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,RMPC320006,0580911548,NO,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,ORMM80601L,0950490036,NO,SI,NO,NO,SI,SI,NO,-
202021,CAEE833012,1111051340,SI,NO,NO,NO,SI,NO,NO,-
202021,VIEE82602A,0240461711,SI,NO,SI,NO,SI,NO,NON DEFINITO,-
202021,BGAA89204X,0162460099,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,SRMM807019,0890175100,SI,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,VIEE808061,0240553027,SI,NO,NO,NO,SI,SI,NON DEFINITO,-
202021,FIAA825023,0480120003,SI,SI,SI,NO,SI,SI,NO,-
202021,ALAA83201V,0060390027,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,RMMM8CF01Q,0581101714,SI,NO,NO,NO,SI,SI,NO,-
202021,VITD090509,0241164001,SI,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,SAIC872009,0650970001,SI,SI,NO,NO,NO,SI,NON DEFINITO,-
202021,KRAA83102E,1010130197,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,FOTD010002,0400120459,NO,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,CLTD090005,0850040593,NO,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,TPEE03500A,0810082415,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,TOEE82704L,0012210002,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,BGMM88101E,0162130611,SI,SI,SI,SI,SI,SI,NON DEFINITO,-
202021,KRAA80601R,1010100876,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,PGMM83101G,0540180541,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,NARI13751N,0630340061,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,BOEE85701L,0370060158,NO,SI,SI,SI,SI,SI,NON DEFINITO,-
202021,VVMM818064,1020030852,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,SIAA81104G,0520300001,SI,NO,SI,NO,SI,NO,NO,-
202021,PZEE88802T,0760630875,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,AGEE827023,0840091057,SI,SI,SI,NO,SI,NO,NO,-
202021,PEEE831023,0680280025,NO,SI,NO,NO,NO,SI,NON DEFINITO,-
202021,VAPS120001,0121270635,NO,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,BOEE85801C,0370060160,SI,SI,SI,NO,SI,SI,SI,-
202021,CEEE871017,0610190555,SI,NO,NO,NO,SI,SI,NON DEFINITO,-
202021,MCEE820038,0430380195,SI,NO,SI,NO,SI,NO,NO,-
202021,VAMM822017,0120970392,SI,NO,SI,NO,SI,SI,NO,-
202021,TOAA8AC05E,0011020001,NO,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,MTEE82702D,0770140090,NO,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,SOAA80605A,0140120168,SI,SI,SI,NO,SI,NO,NO,-
202021,CRIC811005,0190970246,SI,NO,SI,NO,SI,NO,NON DEFINITO,-
202021,MSAA014068,0450010009,SI,SI,NO,NO,SI,SI,NO,-
202021,VIEE82901R,0241041030,SI,NO,NO,NO,SI,SI,SI,-
202021,TOAA88805X,0011560033,SI,NO,SI,NO,SI,NO,NON DEFINITO,-
202021,BATD013018,0720230789,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,COPS02000A,0130950535,SI,SI,SI,SI,SI,SI,NO,-
202021,MTEE82603P,0770140993,SI,SI,NO,NO,NO,NO,NON DEFINITO,-
202021,CREE80002T,0190033217,SI,NO,NO,NO,SI,SI,SI,-
202021,RMEE8EN016,0580911295,NO,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,CBEE83007B,0700370056,SI,SI,SI,NO,SI,SI,NO,-
202021,TOEE18500A,0010900027,NO,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,VTMM81701C,0560210020,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,RMEE8EX02V,0580910348,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,AVAA84403V,0640680001,SI,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,MBEE8GA01C,1080270645,SI,NO,NO,NO,SI,SI,NON DEFINITO,-
202021,BNRC026019,0620431426,SI,NO,SI,NO,SI,SI,NON DEFINITO,-
202021,NOMM83001R,0031310001,SI,SI,SI,NO,SI,SI,NO,-
202021,AO1E006010,0070403200,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,NUPS010009,0910440370,SI,SI,SI,SI,SI,SI,NON DEFINITO,-
202021,SAAA89801A,0651421364,SI,NO,SI,NO,SI,SI,NON DEFINITO,-
202021,CREE80605X,0190151628,SI,SI,SI,SI,SI,SI,NON DEFINITO,-
202021,VRIC85900V,0230211399,SI,SI,SI,NO,SI,NO,NO,-
202021,PZAA88903D,0760950132,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,CSMM83203R,0781180915,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,RNEE80302C,0990200413,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,RMIC8AS009,0580563395,SI,SI,NO,NO,SI,NO,NO,-
202021,PGMM23500L,0540390505,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,TVTF00401Q,0260873751,NO,NO,SI,NO,SI,NO,NO,-
202021,FGIS00400G,0710600498,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,PAAA86402P,0820494635,SI,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,BGMM896018,0161830328,SI,SI,SI,SI,SI,SI,NON DEFINITO,-
202021,FOEE02001A,0400280185,SI,NO,SI,NO,SI,NO,NO,-
202021,MIMM8BV01N,0151821345,NO,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,PCAA819022,0330160018,SI,NO,SI,NO,SI,NO,NON DEFINITO,-
202021,CERH00602B,0610950564,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,CEEE01100G,0610051905,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,BGRI004519,0162190663,SI,SI,SI,SI,SI,SI,NO,-
202021,MNEE80404C,0200441197,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,PGIC825007,0540130528,SI,NO,SI,SI,SI,SI,NON DEFINITO,-
202021,RMEE8DV01G,0580470998,SI,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,GERC003018,0100250419,NO,SI,NO,NO,SI,NO,NO,-
202021,MBIC8F600V,1080332761,NO,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,AVEE86601V,0640100679,SI,SI,SI,SI,NO,NO,NON DEFINITO,-
202021,NAMM15100Q,0630010410,SI,SI,SI,SI,SI,SI,NON DEFINITO,-
202021,AGAA82802N,0840100607,NO,NO,NO,NO,SI,NO,NO,-
202021,PIMM81901N,0500280200,SI,NO,NO,NO,SI,SI,NON DEFINITO,-
202021,TOAA81601T,0012720323,SI,SI,SI,NO,SI,SI,SI,-
202021,PVEE810052,0181840201,SI,NO,SI,NO,SI,NO,NON DEFINITO,-
202021,PZEE86801G,0760420229,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,TVTF04000T,0260913751,SI,SI,SI,SI,SI,NO,NO,-
202021,CSEE851048,0780530864,SI,SI,SI,SI,SI,SI,NON DEFINITO,-
202021,MEIC814002,0831013953,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,RMEE8DG028,0580340732,SI,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,MSAA821015,0450100175,SI,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,VRIC851008,0230912173,NO,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,VAIC81900A,0121390308,SI,NO,NO,NO,SI,SI,NON DEFINITO,-
202021,SARF06802G,0651350507,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,POAA81901P,1000050061,NO,SI,NO,NO,SI,NO,NO,-
202021,AVAA877025,0640041701,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,PVEE82103A,0181200002,SI,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,APEE821064,0440540190,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,FIAA867047,0480110008,SI,NO,SI,NO,SI,NO,NON DEFINITO,-
202021,CZRC01750V,0790231145,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,VREE89403A,0230923160,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,FIEE81104C,0480280005,SI,NO,NO,SI,SI,SI,NO,-
202021,SPEE81903D,0110150070,SI,SI,NO,SI,SI,SI,NON DEFINITO,-
202021,FGPC160003,0710240306,NO,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,CHPC01701L,0690580399,NO,SI,SI,NO,SI,SI,NO,-
202021,VAIC86700Q,0120400349,NO,NO,NO,NO,SI,SI,NON DEFINITO,-
202021,LCPS020004,0970482041,SI,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,VIMM876019,0240611899,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,LEIS05100G,0750721244,NO,NO,SI,NO,SI,NO,NON DEFINITO,-
202021,CAMM82902A,1110860339,NO,NO,SI,NO,SI,NO,NON DEFINITO,-
202021,FREE852021,0600640201,SI,SI,SI,NO,SI,NO,NO,-
202021,CAMM00600L,0920090399,SI,SI,NO,SI,SI,SI,NON DEFINITO,La scuola è dotata di servizio trasporto e autista
202021,PAEE033007,0820534598,SI,NO,NO,NO,SI,SI,NON DEFINITO,-
202021,PDEE87201N,0281072843,SI,NO,SI,NO,SI,NO,NON DEFINITO,-
202021,CSMM877029,0780760706,SI,SI,NO,NO,NO,SI,NON DEFINITO,-
202021,GEEE83401V,0100250065,NO,NO,NO,SI,SI,SI,NON DEFINITO,-
202021,AGMM812017,0840023121,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,BAIC890007,0720220145,SI,SI,SI,SI,SI,SI,NON DEFINITO,-
202021,TPMM84101L,0810061961,SI,SI,SI,NO,SI,NO,NO,-
202021,TPIS01400B,0810122390,NO,SI,NO,NO,SI,NO,NO,-
202021,SAEE83402N,0650060002,SI,NO,SI,NO,SI,SI,NON DEFINITO,-
202021,PTIC82700E,0470170014,SI,NO,SI,NO,SI,SI,NON DEFINITO,-
202021,BLMM82504X,0250150934,SI,NO,SI,NO,SI,SI,NON DEFINITO,-
202021,BGMM81501G,0160240662,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,PGRI24000T,0540180630,NO,SI,SI,SI,SI,NO,NO,-
202021,CZEE822011,0790390550,SI,SI,NO,SI,SI,SI,NON DEFINITO,-
202021,LIIS00100T,0490140018,NO,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,VAEE81201N,0120130116,NO,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,RCRC026025,0800630742,NO,SI,SI,SI,SI,NO,NON DEFINITO,-
202021,AQTF019014,0660750356,NO,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,ALPS050005,0061140001,NO,SI,SI,SI,SI,SI,NO,-
202021,PREE07504G,0340140121,SI,SI,NO,NO,SI,NO,SI,-
202021,TAEE040001,0730040157,NON DEFINITO,NON DEFINITO,NON DEFINITO,NON DEFINITO,NON DEFINITO,NON DEFINITO,NON DEFINITO,-
202021,CTCT71200C,0870151868,NO,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,MIIC8GG00C,0151891351,SI,SI,NO,NO,SI,SI,NO,-
202021,BAIC896006,0720371501,SI,NO,NO,NO,SI,SI,NO,-
202021,NAAA86401R,0630541370,SI,NO,SI,NO,SI,SI,NO,-
202021,VAEE82701B,0120510231,SI,NO,NO,SI,SI,NO,NON DEFINITO,-
202021,TAPC11000A,0730120278,SI,SI,SI,NO,SI,NO,NO,-
202021,RMTD087023,0580651258,NO,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,NATD128014,0630840097,NO,SI,SI,SI,SI,SI,NON DEFINITO,-
202021,LCIC806008,0970230002,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,TPIC829001,0810183450,SI,NO,NO,NO,NO,SI,NON DEFINITO,-
202021,SAEE890077,0650520143,SI,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,REAA83202B,0350260144,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,VTAA813033,0560110065,SI,NO,SI,NO,SI,SI,NON DEFINITO,-
202021,LCTD00101G,0970482055,NO,NO,SI,NO,SI,NO,NON DEFINITO,-
202021,NOAA80602R,0031210002,SI,NO,NO,NO,SI,SI,NON DEFINITO,-
202021,RMTF081019,0580910690,NO,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,TSPS03000B,0320060121,NO,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,PDEE87703V,0280290851,SI,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,VTEE81001P,0560450037,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,CSPS068035,0780470543,SI,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,SVMM80502X,0090330024,SI,SI,SI,SI,SI,SI,NO,-
202021,BAAA83403T,0720021668,SI,NO,NO,NO,SI,SI,NO,-
202021,TORI013019,0012720314,NO,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,NAEE8GM01L,0630162001,NO,NO,NO,NO,SI,SI,NON DEFINITO,-
202021,PGEE02303R,0540130348,SI,SI,SI,SI,SI,NO,NON DEFINITO,-
202021,UDEE857034,0301290026,SI,SI,SI,NO,SI,SI,NO,-
202021,FRAA850035,0600740226,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,PZTD024016,0760070495,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,TAIC866003,0730270136,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,BAPC13000V,0720060524,NO,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,BSIC82500N,0172040818,SI,SI,NO,NO,SI,SI,NO,-
202021,MORC004013,0360300326,NO,SI,SI,NO,SI,NO,NO,-
202021,MIAA8B501L,0151780259,SI,NO,NO,SI,SI,SI,NON DEFINITO,-
202021,NAMM8C3019,0630820005,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,ARMM834015,0510260006,SI,NO,NO,NO,SI,NO,SI,-
202021,BAEE82101V,0720040058,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,VEEE82901D,0270131519,SI,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,FIEE827031,0480050006,SI,NO,SI,NO,SI,NO,NON DEFINITO,Piedibus - servizio di accompagnamento a piedi
202021,AGMM86401X,0840282298,SI,SI,NO,NO,SI,SI,NON DEFINITO,a piedi
202021,BSIS03400L,0171330297,NO,SI,NO,SI,SI,NO,NON DEFINITO,-
202021,RMCT70500X,0580911490,NO,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,COTF00201X,0131430569,SI,SI,SI,NO,SI,SI,NO,-
202021,PIMM82802D,0500360400,SI,SI,SI,NO,SI,SI,NO,-
202021,FGMM81801A,0710050313,SI,SI,NO,NO,SI,NO,NO,-
202021,MIIC8BK00L,0152050261,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,NAEE8ET01G,0630230002,SI,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,BIAA802034,0960480003,SI,SI,NO,NO,SI,NO,NO,-
202021,SAAA8B3033,0650731815,SI,NO,SI,NO,SI,SI,NO,-
202021,COEE832037,0132510415,NO,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,MEIC871006,0830483300,NO,SI,NO,NO,SI,SI,NO,-
202021,FOEE82002A,0400120855,SI,NO,SI,NO,SI,NO,NON DEFINITO,-
202021,PIEE840036,0500080017,SI,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,NAEE8FP07Q,0630060978,NO,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,BLAA828025,0250430745,SI,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,RCAA861048,0800570158,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,FRAA85506B,0600190062,SI,SI,SI,SI,SI,SI,NON DEFINITO,-
202021,BSTF03701L,0170290275,NO,SI,SI,NO,SI,NO,NO,-
202021,NAEE8E201Q,0630330003,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,PIEE82101P,0500260010,SI,SI,NO,SI,SI,SI,NO,-
202021,PARA008501,0820634409,NO,SI,NO,NO,NO,SI,NO,-
202021,BOEE875027,0370110184,NO,SI,NO,NO,SI,SI,SI,-
202021,RIAA82401P,0570210760,SI,NO,SI,NO,SI,NO,NON DEFINITO,-
202021,FOEE80303N,0400200068,SI,NO,NO,NO,SI,SI,NON DEFINITO,-
202021,MIAA8F301B,0151660073,NO,SI,NO,NO,SI,SI,NO,-
202021,VAEE82003P,0120450708,NO,SI,NO,SI,SI,NO,NON DEFINITO,-
202021,BGMM84201X,0160751000,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,ANAA83002V,0420210107,SI,SI,NO,NO,SI,SI,NO,-
202021,ANEE84702D,0420450155,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,BSAA815021,0170290465,NO,SI,NO,NO,SI,NO,SI,-
202021,AVTD008017,0640151851,SI,NO,SI,NO,SI,NO,NON DEFINITO,-
202021,PZAA87901R,0760630001,SI,SI,NO,NO,NO,NO,NON DEFINITO,-
202021,BOMM81401N,0370010337,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,CZAA850043,0791600618,SI,NO,NO,NO,SI,SI,NON DEFINITO,-
202021,MOAA823027,0360050010,NO,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,VEAA84101V,0270423546,NO,NO,NO,NO,NO,NO,NO,A PIEDI
202021,BLAA830036,0250061876,SI,SI,NO,NO,SI,NO,NO,-
202021,SAAA872049,0650930269,NO,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,VCMM808027,0020170002,SI,NO,SI,SI,SI,NO,NON DEFINITO,-
202021,FIMM82903G,0480530008,SI,SI,SI,NO,SI,SI,NO,-
202021,RAEE80502T,0390160155,SI,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,VCPS021016,0021580022,NO,SI,SI,NO,SI,NO,SI,Il punto 6 è a chiamata telefonica
202021,CAIC882005,0920510209,NO,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,LUTF00301C,0460045009,NO,SI,SI,SI,SI,SI,NO,-
202021,PTAA81701R,0470100008,SI,NO,SI,NO,SI,SI,NON DEFINITO,-
202021,LEPS00201R,0750401126,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,FGTD210507,0710240467,NO,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,PAMM02300G,0820534487,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,CNEE85303G,0041010001,SI,NO,SI,NO,SI,NO,NON DEFINITO,-
202021,BRAA02203P,0740071731,SI,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,MIAA8C401B,0151460382,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,ALMM81303Q,0061800001,SI,SI,SI,NO,SI,SI,NO,"Biciclette, a piedi"
202021,BSEE807049,0170950166,SI,NO,NO,NO,SI,SI,NON DEFINITO,-
202021,RMMM8BQ019,0580910818,NO,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,BAEE06101A,1100020773,NO,SI,SI,NO,SI,NO,SI,-
202021,LEMM8AH01R,0750810380,SI,NO,NO,NO,SI,SI,NON DEFINITO,-
202021,GEAA85102C,0100250174,NO,SI,SI,SI,SI,SI,NO,-
202021,PGEE842035,0540510457,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,PAIC888009,0820732637,NO,NO,SI,SI,SI,NO,NON DEFINITO,-
202021,CRPS00401L,0190360284,NO,SI,NO,NO,SI,NO,NO,-
202021,VIEE83903D,0241162399,NO,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,CSIC878003,0781420940,SI,NO,SI,NO,NO,NO,NON DEFINITO,-
202021,NAIC8B0006,0630490628,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,PDAA84701Q,0280581364,NO,NO,SI,NO,SI,NO,NO,-
202021,ALEE823019,0061790003,SI,NO,SI,NO,SI,SI,NON DEFINITO,-
202021,PEAA83202N,0680280552,SI,SI,SI,NO,SI,SI,NO,-
202021,TAMM810025,0730170260,SI,NO,NO,NO,SI,NO,NON DEFINITO,a piedi
202021,VITF05000Q,0240124052,SI,SI,SI,NO,SI,SI,SI,-
202021,COAA824011,0131180078,SI,NO,NO,NO,SI,NO,NO,-
202021,APAA838013,1090240693,SI,SI,NO,NO,SI,SI,NO,-
202021,CNEE86501Q,0040890006,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,CTIC83200R,0870210555,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,BNAA841015,0620191273,SI,NO,NO,NO,SI,SI,NON DEFINITO,-
202021,RMAA8A402Q,0580571251,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,TRAA81801L,0550320092,SI,SI,SI,NO,SI,SI,NO,-
202021,SSAA82201P,0900010159,SI,NO,SI,NO,SI,SI,NON DEFINITO,-
202021,VVMM82201E,1020441012,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,UDEE819017,0301090002,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,ROEE81904R,0290410577,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,MIMM8FC01G,0151891353,SI,SI,NO,NO,SI,NO,NO,-
202021,VIEE860062,0240381600,SI,NO,SI,SI,SI,SI,NO,-
202021,FGRH100008,0710280925,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,SRTF009512,0890011015,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,LUAA844031,0460175025,SI,SI,SI,NO,SI,NO,NO,-
202021,SVMM81901R,0090560061,SI,SI,NO,NO,SI,SI,NO,-
202021,MIIC8FD00A,0151751333,SI,SI,NO,SI,SI,NO,NON DEFINITO,-
202021,PSAA837042,0410670654,SI,SI,SI,NO,SI,NO,NO,-
202021,MIMM8EN01L,0150861196,SI,NO,NO,NO,SI,SI,NO,-
202021,NOEE820017,0031660003,SI,NO,NO,NO,SI,SI,NON DEFINITO,-
202021,CNAA820044,0041700003,SI,NO,NO,NO,SI,SI,NON DEFINITO,-
202021,MEAA83905B,0830883027,SI,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,CNAA80703L,0042320004,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,VRRA01202V,0230403893,NO,NO,SI,NO,SI,NO,NON DEFINITO,-
202021,POAA82204N,1000030005,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,RCEE826013,0800250362,SI,NO,SI,NO,NO,SI,NON DEFINITO,-
202021,PTEE81004A,0470140629,SI,NO,SI,NO,SI,SI,NO,-
202021,GRAA82002C,0530260003,SI,NO,SI,NO,SI,SI,NON DEFINITO,-
202021,PCEE815031,0330020080,SI,NO,SI,NO,SI,NO,NON DEFINITO,-
202021,SIMM81501X,0520010001,SI,NO,SI,NO,SI,NO,NON DEFINITO,-
202021,PDTD04000D,0280324154,NO,NO,SI,NO,SI,NO,NON DEFINITO,-
202021,RCEE83914Q,0800721087,SI,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,CTEE09001X,0870060005,SI,NO,NO,NO,SI,SI,NON DEFINITO,-
202021,NAIC897007,0630360006,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,TEEE82202V,0670010992,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,BNIC84600B,0620370623,SI,NO,SI,NO,SI,SI,NON DEFINITO,-
202021,NAPS32001B,0630480020,NO,NO,SI,NO,NO,NO,NON DEFINITO,-
202021,TAAA83201R,0730270020,SI,SI,NO,NO,SI,SI,NO,-
202021,VVIC832004,1020471018,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,IMTN00601C,0080310149,SI,SI,SI,NO,SI,SI,NO,-
202021,MBEE8CP01D,1080061866,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,BSRC00902X,0170880963,NO,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,TOAA8BP03A,0011910034,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,BGEE82203T,0161291299,NO,NO,SI,NO,SI,NO,NON DEFINITO,-
202021,FEIS01300Q,0380080215,NO,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,PRRH006039,0340320231,NO,SI,NO,NO,SI,NO,NON DEFINITO,-
